IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2014,true,,,,,,,,,,,,,1,,,,,,1,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2014,true,,,,,,,,,,,,,1,,,,,,1,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2014,true,,,,,,,,,,,,,1,,,,,,1,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2014,true,,,,,,,,,,,,,1,,,,,,1,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,COM,Comoros,Year,2014,true,,,,,,,,,,,,,10,,,,,,10,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,GHA,Ghana,Year,2014,true,,,,,,,,,,,,,10,,,,,,10,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2014,true,,,,,,,,,,,,,10,,,,,,10,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AMR,Americas,Country,BRA,Brazil,Year,2014,true,,,,,,,,,,,,,11,,,,,,11,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2014,true,,,,,,,,,,,,,11,,,,,,11,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AMR,Americas,Country,HND,Honduras,Year,2014,true,,,,,,,,,,,,,11,,,,,,11,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,ZAF,South Africa,Year,2014,true,,,,,,,,,,,,,11,,,,,,11,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2014,true,,,,,,,,,,,,,116,,,,,,116,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2014,true,,,,,,,,,,,,,12,,,,,,12,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AMR,Americas,Country,GUY,Guyana,Year,2014,true,,,,,,,,,,,,,12,,,,,,12,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2014,true,,,,,,,,,,,,,12,,,,,,12,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,MDG,Madagascar,Year,2014,true,,,,,,,,,,,,,12,,,,,,12,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,NER,Niger,Year,2014,true,,,,,,,,,,,,,13,,,,,,13,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,EUR,Europe,Country,BLR,Belarus,Year,2014,true,,,,,,,,,,,,,14,,,,,,14,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,BDI,Burundi,Year,2014,true,,,,,,,,,,,,,14,,,,,,14,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,LBR,Liberia,Year,2014,true,,,,,,,,,,,,,15,,,,,,15,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,MUS,Mauritius,Year,2014,true,,,,,,,,,,,,,15,,,,,,15,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2014,true,,,,,,,,,,,,,16,,,,,,16,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2014,true,,,,,,,,,,,,,16,,,,,,16,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,COG,Congo,Year,2014,true,,,,,,,,,,,,,16,,,,,,16,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,WPR,Western Pacific,Country,MHL,Marshall Islands,Year,2014,true,,,,,,,,,,,,,16,,,,,,16,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,TGO,Togo,Year,2014,true,,,,,,,,,,,,,16,,,,,,16,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2014,true,,,,,,,,,,,,,16,,,,,,16,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2014,true,,,,,,,,,,,,,16,,,,,,16,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2014,true,,,,,,,,,,,,,17,,,,,,17,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,UGA,Uganda,Year,2014,true,,,,,,,,,,,,,17,,,,,,17,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AMR,Americas,Country,SLV,El Salvador,Year,2014,true,,,,,,,,,,,,,18,,,,,,18,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,SEN,Senegal,Year,2014,true,,,,,,,,,,,,,18,,,,,,18,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2014,true,,,,,,,,,,,,,19,,,,,,19,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2014,true,,,,,,,,,,,,,19,,,,,,19,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,WPR,Western Pacific,Country,CHN,China,Year,2014,true,,,,,,,,,,,,,2,,,,,,2,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,SEAR,South-East Asia,Country,IND,India,Year,2014,true,,,,,,,,,,,,,2,,,,,,2,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2014,true,,,,,,,,,,,,,2,,,,,,2,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,EUR,Europe,Country,MNE,Montenegro,Year,2014,true,,,,,,,,,,,,,2,,,,,,2,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2014,true,,,,,,,,,,,,,2,,,,,,2,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2014,true,,,,,,,,,,,,,2,,,,,,2,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2014,true,,,,,,,,,,,,,2,,,,,,2,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2014,true,,,,,,,,,,,,,2,,,,,,2,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,LSO,Lesotho,Year,2014,true,,,,,,,,,,,,,21,,,,,,21,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2014,true,,,,,,,,,,,,,21,,,,,,21,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,WPR,Western Pacific,Country,NRU,Nauru,Year,2014,true,,,,,,,,,,,,,210,,,,,,210,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,NAM,Namibia,Year,2014,true,,,,,,,,,,,,,22,,,,,,22,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,ZMB,Zambia,Year,2014,true,,,,,,,,,,,,,22,,,,,,22,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AMR,Americas,Country,PRY,Paraguay,Year,2014,true,,,,,,,,,,,,,23,,,,,,23,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AMR,Americas,Country,DMA,Dominica,Year,2014,true,,,,,,,,,,,,,24,,,,,,24,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2014,true,,,,,,,,,,,,,27,,,,,,27,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,CMR,Cameroon,Year,2014,true,,,,,,,,,,,,,27,,,,,,27,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2014,true,,,,,,,,,,,,,27,,,,,,27,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2014,true,,,,,,,,,,,,,28,,,,,,28,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2014,true,,,,,,,,,,,,,29,,,,,,29,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2014,true,,,,,,,,,,,,,3,,,,,,3,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,BEN,Benin,Year,2014,true,,,,,,,,,,,,,3,,,,,,3,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2014,true,,,,,,,,,,,,,3,,,,,,3,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2014,true,,,,,,,,,,,,,3,,,,,,3,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2014,true,,,,,,,,,,,,,3,,,,,,3,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AMR,Americas,Country,HTI,Haiti,Year,2014,true,,,,,,,,,,,,,3,,,,,,3,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2014,true,,,,,,,,,,,,,3,,,,,,3,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2014,true,,,,,,,,,,,,,3,,,,,,3,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2014,true,,,,,,,,,,,,,3,,,,,,3,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2014,true,,,,,,,,,,,,,3,,,,,,3,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2014,true,,,,,,,,,,,,,3,,,,,,3,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2014,true,,,,,,,,,,,,,34,,,,,,34,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,KEN,Kenya,Year,2014,true,,,,,,,,,,,,,35,,,,,,35,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2014,true,,,,,,,,,,,,,36,,,,,,36,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AMR,Americas,Country,PER,Peru,Year,2014,true,,,,,,,,,,,,,36,,,,,,36,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2014,true,,,,,,,,,,,,,38,,,,,,38,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,GMB,Gambia,Year,2014,true,,,,,,,,,,,,,4,,,,,,4,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AMR,Americas,Country,GTM,Guatemala,Year,2014,true,,,,,,,,,,,,,4,,,,,,4,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2014,true,,,,,,,,,,,,,4,,,,,,4,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,EUR,Europe,Country,LTU,Lithuania,Year,2014,true,,,,,,,,,,,,,4,,,,,,4,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2014,true,,,,,,,,,,,,,4,,,,,,4,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2014,true,,,,,,,,,,,,,4,,,,,,4,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,EUR,Europe,Country,UKR,Ukraine,Year,2014,true,,,,,,,,,,,,,4,,,,,,4,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2014,true,,,,,,,,,,,,,40,,,,,,40,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2014,true,,,,,,,,,,,,,42,,,,,,42,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,BWA,Botswana,Year,2014,true,,,,,,,,,,,,,49,,,,,,49,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2014,true,,,,,,,,,,,,,5,,,,,,5,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,MLI,Mali,Year,2014,true,,,,,,,,,,,,,5,,,,,,5,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2014,true,,,,,,,,,,,,,5,,,,,,5,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AMR,Americas,Country,ARG,Argentina,Year,2014,true,,,,,,,,,,,,,55,,,,,,55,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2014,true,,,,,,,,,,,,,6,,,,,,6,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2014,true,,,,,,,,,,,,,6,,,,,,6,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2014,true,,,,,,,,,,,,,6,,,,,,6,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2014,true,,,,,,,,,,,,,6,,,,,,6,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,DZA,Algeria,Year,2014,true,,,,,,,,,,,,,7,,,,,,7,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,EUR,Europe,Country,ARM,Armenia,Year,2014,true,,,,,,,,,,,,,7,,,,,,7,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,ERI,Eritrea,Year,2014,true,,,,,,,,,,,,,7,,,,,,7,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,EUR,Europe,Country,GEO,Georgia,Year,2014,true,,,,,,,,,,,,,7,,,,,,7,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,SYC,Seychelles,Year,2014,true,,,,,,,,,,,,,71,,,,,,71,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AMR,Americas,Country,CHL,Chile,Year,2014,true,,,,,,,,,,,,,8,,,,,,8,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2014,true,,,,,,,,,,,,,8,,,,,,8,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,MWI,Malawi,Year,2014,true,,,,,,,,,,,,,8,,,,,,8,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,NGA,Nigeria,Year,2014,true,,,,,,,,,,,,,8,,,,,,8,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2014,true,,,,,,,,,,,,,8,,,,,,8,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2014,true,,,,,,,,,,,,,8,,,,,,8,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2014,true,,,,,,,,,,,,,9,,,,,,9,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2014,true,,,,,,,,,,,,,9,,,,,,9,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2014,true,,,,,,,,,,,,,9,,,,,,9,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2014,true,,,,,,,,,,,,,9,,,,,,9,,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AFR,Africa,Country,AGO,Angola,Year,2014,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2016-03-21T04:00:00.000Z
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",numeric,AMR,Americas,Country,BLZ,Belize,Year,2014,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2016-03-21T04:00:00.000Z
