IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2005,false,,,,,,,,,,,,,2400000,,,1800000,,2900000,"2,400,000 [1,800,000 – 2,900,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2005,false,,,,,,,,,,,,,28600000,,,23000000,,34300000,"28,600,000 [23,000,000 – 34,300,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2005,false,,,,,,,,,,,,,4500000,,,3400000,,5300000,"4,500,000 [3,400,000 – 5,300,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2000,false,,,,,,,,,,,,,1900000,,,1400000,,2400000,"1,900,000 [1,400,000 – 2,400,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2000,false,,,,,,,,,,,,,17400000,,,14200000,,20800000,"17,400,000 [14,200,000 – 20,800,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2000,false,,,,,,,,,,,,,25500000,,,20500000,,30700000,"25,500,000 [20,500,000 – 30,700,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2000,false,,,,,,,,,,,,,4600000,,,3500000,,5400000,"4,600,000 [3,500,000 – 5,400,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2000,false,,,,,,,,,,,,,690000,,,600000,,780000,"690,000 [600,000 – 780,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2000,false,,,,,,,,,,,,,840000,,,610000,,1100000,"840,000 [610,000 – 1,100,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2000,false,,,,,,,,,,,,,92000,,,80000,,120000,"92,000 [80,000 – 120,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,1995,false,,,,,,,,,,,,,1500000,,,1100000,,1800000,"1,500,000 [1,100,000 – 1,800,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,1995,false,,,,,,,,,,,,,12500000,,,10200000,,14900000,"12,500,000 [10,200,000 – 14,900,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,1995,false,,,,,,,,,,,,,17700000,,,14200000,,21200000,"17,700,000 [14,200,000 – 21,200,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,1995,false,,,,,,,,,,,,,2900000,,,2200000,,3400000,"2,900,000 [2,200,000 – 3,400,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,1995,false,,,,,,,,,,,,,36000,,,31000,,47000,"36,000 [31,000 – 47,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,1995,false,,,,,,,,,,,,,400000,,,290000,,500000,"400,000 [290,000 – 500,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,1995,false,,,,,,,,,,,,,400000,,,350000,,460000,"400,000 [350,000 – 460,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,1990,false,,,,,,,,,,,,,1100000,,,830000,,1400000,"1,100,000 [830,000 – 1,400,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,1990,false,,,,,,,,,,,,,270000,,,240000,,310000,"270,000 [240,000 – 310,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,1990,false,,,,,,,,,,,,,5700000,,,4700000,,6900000,"5,700,000 [4,700,000 – 6,900,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,1990,false,,,,,,,,,,,,,8000000,,,6400000,,9600000,"8,000,000 [6,400,000 – 9,600,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,1990,false,,,,,,,,,,,,,800000,,,600000,,950000,"800,000 [600,000 – 950,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,1990,false,,,,,,,,,,,,,85000,,,61000,,110000,"85,000 [61,000 – 110,000]",,,EN,2021-07-12T04:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,1990,false,,,,,,,,,,,,,9400,,,8200,,12000,"9,400 [8,200 – 12,000]",,,EN,2021-07-12T04:00:00.000Z
